drug_name	drug_id	structure_url	CAS_number	mechanism_of_action	target	actions
Dolutegravir	DB08930	https://www.drugbank.ca/structures/small_molecule_drugs/DB08930.sdf	1051375-16-6	Dolutegravir is an HIV-1 antiviral agent. It inhibits HIV integrase by binding to the active site and blocking the strand transfer step of retroviral DNA integration in the host cell. The strand transfer step is essential in the HIV replication cycle and results in the inhibition of viral activity. Dolutegravir has a mean EC50 value of 0.5 nM (0.21 ng/mL) to 2.1 nM (0.85 ng/mL) in peripheral blood mononuclear cells (PBMCs) and MT-4 cells.<sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Hare S, Smith SJ, Metifiot M, Jaxa-Chamiec A, Pommier Y, Hughes SH, Cherepanov P: Structural and functional analyses of the second-generation integrase strand transfer inhibitor dolutegravir (S/GSK1349572). Mol Pharmacol. 2011 Oct;80(4):565-72. doi: 10.1124/mol.111.073189. Epub 2011 Jun  30. (PubMed ID 21719464)" href="#reference-A7517">4</a>]</sup>	<div class="drugbank-icon icon-expand"><svg class="icon" role="img" title="expand"> <use xlink:href="/assets/icons-7e73dce09f46f048a1b8686d577fe3507aae1896e13d7050c0b0b4ba400e8af7.svg#expand"> </use></svg></div> show 9 more</a></dd><dt class="col-md-2 col-sm-4">Substituents</dt><dd class="col-md-10 col-sm-8"><span class="separated-list-container row"><span class="separated-list col-sm-6"><span class="separated-list-item">Pyridine carboxylic acid or derivatives</span><span class='list-separator'> / </span><span class="separated-list-item">2-heteroaryl carboxamide</span><span class='list-separator'> / </span><span class="separated-list-item">Hydroxypyridine</span><span class='list-separator'> / </span><span class="separated-list-item">Fluorobenzene</span><span class='list-separator'> / </span><span class="separated-list-item">Halobenzene</span><span class='list-separator'> / </span><span class="separated-list-item">1,3-oxazinane</span><span class='list-separator'> / </span><span class="separated-list-item">Aryl fluoride</span><span class='list-separator'> / </span><span class="separated-list-item">Aryl halide</span><span class='list-separator'> / </span><span class="separated-list-item">Monocyclic benzene moiety</span><span class='list-separator'> / </span><span class="separated-list-item">Oxazinane</span></span></span><span class="hidden-taxonomy" style="display: none"><span class="separated-list-container row"><span class="separated-list col-sm-6"><span class="separated-list-item">Benzenoid</span><span class='list-separator'> / </span><span class="separated-list-item">Heteroaromatic compound</span><span class='list-separator'> / </span><span class="separated-list-item">Tertiary carboxylic acid amide</span><span class='list-separator'> / </span><span class="separated-list-item">Vinylogous amide</span><span class='list-separator'> / </span><span class="separated-list-item">Vinylogous acid</span><span class='list-separator'> / </span><span class="separated-list-item">Secondary carboxylic acid amide</span><span class='list-separator'> / </span><span class="separated-list-item">Cyclic ketone</span><span class='list-separator'> / </span><span class="separated-list-item">Carboxamide group</span><span class='list-separator'> / </span><span class="separated-list-item">Lactam</span><span class='list-separator'> / </span><span class="separated-list-item">Azacycle</span><span class='list-separator'> / </span><span class="separated-list-item">Oxacycle</span><span class='list-separator'> / </span><span class="separated-list-item">Carboxylic acid derivative</span><span class='list-separator'> / </span><span class="separated-list-item">Organopnictogen compound</span><span class='list-separator'> / </span><span class="separated-list-item">Organohalogen compound</span><span class='list-separator'> / </span><span class="separated-list-item">Organic nitrogen compound</span><span class='list-separator'> / </span><span class="separated-list-item">Hydrocarbon derivative</span><span class='list-separator'> / </span><span class="separated-list-item">Organofluoride</span><span class='list-separator'> / </span><span class="separated-list-item">Organonitrogen compound</span><span class='list-separator'> / </span><span class="separated-list-item">Organic oxide</span><span class='list-separator'> / </span><span class="separated-list-item">Organooxygen compound</span><span class='list-separator'> / </span><span class="separated-list-item">Organic oxygen compound</span><span class='list-separator'> / </span><span class="separated-list-item">Aromatic heteropolycyclic compound</span></span></span></span><a class="taxonomy-toggler" href="javascript:void();"><div class="drugbank-icon icon-expand"><svg class="icon" role="img" title="expand"> <use xlink:href="/assets/icons-7e73dce09f46f048a1b8686d577fe3507aae1896e13d7050c0b0b4ba400e8af7.svg#expand"> </use></svg></div> show 22 more</a></dd><dt class="col-md-2 col-sm-4">Molecular Framework</dt><dd class="col-md-10 col-sm-8">Aromatic heteropolycyclic compounds</dd><dt class="col-md-2 col-sm-4">External Descriptors</dt><dd class="col-md-10 col-sm-8"><span class="inline-separated-list-container"><span class="simple-separated-list-item">organofluorine compound, monocarboxylic acid amide, organic heterotricyclic compound (<a target="_blank" href="http://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:76010">CHEBI:76010</a>) </span></span></dd></dl><div class="bond-list-container targets"><h3 id="targets">Targets</h3><div class="bond-list"><div class="bond card" id="BE0004855"><div class="card-header"><a class="btn btn-drugbank-secondary btn-sm bond-details-link ml-3" href="/biodb/polypeptides/Q7ZJM1"><div class="drugbank-icon icon-expand"><svg class="icon" role="img" title="expand"> <use xlink:href="/assets/icons-7e73dce09f46f048a1b8686d577fe3507aae1896e13d7050c0b0b4ba400e8af7.svg#expand"> </use></svg></div> Details</a><strong>1. <a href="/biodb/polypeptides/Q7ZJM1">Integrase</a></strong></div><div class="card-body"><div class="row"><div class="col-sm-12 col-lg-5"><dl><dt class="col-md-5 col-sm-6">Kind</dt><dd class="col-md-7 col-sm-6">Protein</dd><dt class="col-md-5 col-sm-6">Organism</dt><dd class="col-md-7 col-sm-6">Human immunodeficiency virus 1</dd><dt class="col-md-5 col-sm-6">Pharmacological action</dt><dd class="col-md-7 col-sm-6"><div class="badge badge badge-yes">Yes</div></dd><dt class="col-md-5 col-sm-6">Actions</dt><dd class="col-md-7 col-sm-6"><div class="badge badge-pill badge-action">Inhibitor</div></dd></dl></div><div class="col-sm-12 col-lg-7"><dl><dt class="col-md-5 col-sm-6">General Function</dt><dd class="col-md-7 col-sm-6">Zinc ion binding</dd><dt class="col-md-5 col-sm-6">Specific Function</dt><dd class="col-md-7 col-sm-6"><span class='not-available'>Not Available</span></dd><dt class="col-md-5 col-sm-6">Gene Name</dt><dd class="col-md-7 col-sm-6">pol</dd><dt class="col-md-5 col-sm-6">Uniprot ID</dt><dd class="col-md-7 col-sm-6"><a target="_blank" href="http://www.uniprot.org/uniprot/Q7ZJM1">Q7ZJM1</a></dd><dt class="col-md-5 col-sm-6">Uniprot Name</dt><dd class="col-md-7 col-sm-6">Integrase</dd><dt class="col-md-5 col-sm-6">Molecular Weight</dt><dd class="col-md-7 col-sm-6">32226.645 Da</dd></dl></div></div><h5>References</h5><div class="references"><ol class="cite-this-references"><li id="reference-A7517">Hare S, Smith SJ, Metifiot M, Jaxa-Chamiec A, Pommier Y, Hughes SH, Cherepanov P: Structural and functional analyses of the second-generation integrase strand transfer inhibitor dolutegravir (S/GSK1349572). Mol Pharmacol. 2011 Oct;80(4):565-72. doi: 10.1124/mol.111.073189. Epub 2011 Jun 30. [<a target="_blank" href="http://www.ncbi.nlm.nih.gov/pubmed/21719464">PubMed:21719464</a>] </li><li id="reference-A18129">Waki K, Sugawara Y: Implications of integrase inhibitors for HIV-infected transplantation recipients: raltegravir and dolutegravir (S/GSK 1349572). Biosci Trends. 2011;5(5):189-91. [<a target="_blank" href="http://www.ncbi.nlm.nih.gov/pubmed/22101373">PubMed:22101373</a>] </li><li id="reference-A18130">Underwood MR, Johns BA, Sato A, Martin JN, Deeks SG, Fujiwara T: The activity of the integrase inhibitor dolutegravir against HIV-1 variants isolated from raltegravir-treated adults. J Acquir Immune Defic Syndr. 2012 Nov 1;61(3):297-301. doi: 10.1097/QAI.0b013e31826bfd02. [<a target="_blank" href="http://www.ncbi.nlm.nih.gov/pubmed/22878423">PubMed:22878423</a>] </li><li id="reference-A18131">Dooley KE, Sayre P, Borland J, Purdy E, Chen S, Song I, Peppercorn A, Everts S, Piscitelli S, Flexner C: Safety, tolerability, and pharmacokinetics of the HIV integrase inhibitor dolutegravir given twice daily with rifampin or once daily with rifabutin: results of a phase 1 study among healthy subjects. J Acquir Immune Defic Syndr. 2013 Jan 1;62(1):21-7. doi: 10.1097/QAI.0b013e318276cda9. [<a target="_blank" href="http://www.ncbi.nlm.nih.gov/pubmed/23075918">PubMed:23075918</a>] </li><li id="reference-A7521">Cottrell ML, Hadzic T, Kashuba AD: Clinical pharmacokinetic, pharmacodynamic and drug-interaction profile of the integrase inhibitor dolutegravir. Clin Pharmacokinet. 2013 Nov;52(11):981-94. doi: 10.1007/s40262-013-0093-2. [<a target="_blank" href="http://www.ncbi.nlm.nih.gov/pubmed/23824675">PubMed:23824675</a>] </li><li id="reference-A18132">Rathbun RC, Lockhart SM, Miller MM, Liedtke MD: Dolutegravir, a second-generation integrase inhibitor for the treatment of HIV-1 infection. Ann Pharmacother. 2014 Mar;48(3):395-403. doi: 10.1177/1060028013513558. Epub 2013 Nov 19. [<a target="_blank" href="http://www.ncbi.nlm.nih.gov/pubmed/24259658">PubMed:24259658</a>] </li></ol></div></div></div></div></div><div class="bond-list-container enzymes"><h3 id="enzymes">Enzymes</h3><div class="bond-list"><div class="bond card" id="BE0003541"><div class="card-header"><a class="btn btn-drugbank-secondary btn-sm bond-details-link ml-3" href="/biodb/polypeptides/P22309"><div class="drugbank-icon icon-expand"><svg class="icon" role="img" title="expand"> <use xlink:href="/assets/icons-7e73dce09f46f048a1b8686d577fe3507aae1896e13d7050c0b0b4ba400e8af7.svg#expand"> </use></svg></div> Details</a><strong>1. <a href="/biodb/polypeptides/P22309">UDP-glucuronosyltransferase 1-1</a></strong></div><div class="card-body"><div class="row"><div class="col-sm-12 col-lg-5"><dl><dt class="col-md-5 col-sm-6">Kind</dt><dd class="col-md-7 col-sm-6">Protein</dd><dt class="col-md-5 col-sm-6">Organism</dt><dd class="col-md-7 col-sm-6">Human</dd><dt class="col-md-5 col-sm-6">Pharmacological action</dt><dd class="col-md-7 col-sm-6"><div class="badge badge badge-unknown">Unknown</div></dd><dt class="col-md-5 col-sm-6">Actions</dt><dd class="col-md-7 col-sm-6"><div class="badge badge-pill badge-action">Substrate</div></dd></dl></div><div class="col-sm-12 col-lg-7"><dl><dt class="col-md-5 col-sm-6">General Function</dt><dd class="col-md-7 col-sm-6">Steroid binding</dd><dt class="col-md-5 col-sm-6">Specific Function</dt><dd class="col-md-7 col-sm-6">UDPGT is of major importance in the conjugation and subsequent elimination of potentially toxic xenobiotics and endogenous compounds. This isoform glucuronidates bilirubin IX-alpha to form both the...</dd><dt class="col-md-5 col-sm-6">Gene Name</dt><dd class="col-md-7 col-sm-6">UGT1A1</dd><dt class="col-md-5 col-sm-6">Uniprot ID</dt><dd class="col-md-7 col-sm-6"><a target="_blank" href="http://www.uniprot.org/uniprot/P22309">P22309</a></dd><dt class="col-md-5 col-sm-6">Uniprot Name</dt><dd class="col-md-7 col-sm-6">UDP-glucuronosyltransferase 1-1</dd><dt class="col-md-5 col-sm-6">Molecular Weight</dt><dd class="col-md-7 col-sm-6">59590.91 Da</dd></dl></div></div></div></div><div class="bond card" id="BE0004866"><div class="card-header"><a class="btn btn-drugbank-secondary btn-sm bond-details-link ml-3" href="/biodb/bio_entities/BE0004866"><div class="drugbank-icon icon-expand"><svg class="icon" role="img" title="expand"> <use xlink:href="/assets/icons-7e73dce09f46f048a1b8686d577fe3507aae1896e13d7050c0b0b4ba400e8af7.svg#expand"> </use></svg></div> Details</a><strong>2. <a href="/biodb/bio_entities/BE0004866">CYP3A (Protein Group)</a></strong></div><div class="card-body"><div class="row"><div class="col-sm-12 col-lg-5"><dl><dt class="col-md-5 col-sm-6">Kind</dt><dd class="col-md-7 col-sm-6">Protein group</dd><dt class="col-md-5 col-sm-6">Organism</dt><dd class="col-md-7 col-sm-6">Human</dd><dt class="col-md-5 col-sm-6">Pharmacological action</dt><dd class="col-md-7 col-sm-6"><div class="badge badge badge-unknown">Unknown</div></dd><dt class="col-md-5 col-sm-6">Actions</dt><dd class="col-md-7 col-sm-6"><div class="badge badge-pill badge-action">Substrate</div></dd></dl></div><div class="col-sm-12 col-lg-7"><dl><dt class="col-md-5 col-sm-6">General Function</dt><dd class="col-md-7 col-sm-6">Vitamin d3 25-hydroxylase activity</dd><dt class="col-md-5 col-sm-6">Specific Function</dt><dd class="col-md-7 col-sm-6">Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...</dd></dl></div></div><hr /><h5>Components:</h5><div class="col-12 col-sm-8"><table class="drug-bond-component-table table table-sm responsive-table"><thead><tr><th>Name</th><th>UniProt ID</th></tr></thead><tbody><tr><td><a href="/biodb/polypeptides/P08684">Cytochrome P450 3A4	P08684
Sofosbuvir	DB08934	https://www.drugbank.ca/structures/small_molecule_drugs/DB08934.sdf	1190307-88-0	Sofosbuvir is nucleotide analog inhibitor, which specifically inhibits HCV NS5B (non-structural protein 5B) RNA-dependent RNA polymerase. Following intracellular metabolism to form the pharmacologically active uridine analog triphosphate (GS-461203), sofosbuvir incorporates into HCV RNA by the NS5B polymerase and acts as a chain terminator <sup>[<a href="#synthesis-reference">Synthesis</a>]</sup>. More specifically, Sofosbuvir prevents HCV viral replication by binding to the two Mg2+ ions present in HCV NS5B polymerase&#39;s GDD active site motif and preventing further replication of HCV genetic material <sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Eltahla AA, Luciani F, White PA, Lloyd AR, Bull RA: Inhibitors of the Hepatitis C Virus Polymerase; Mode of Action and Resistance. Viruses. 2015 Sep 29;7(10):5206-24. doi: 10.3390/v7102868. (PubMed ID 26426038)" href="#reference-A19638">13</a>]</sup>.	RNA-dependent RNA-polymerase	inhibitor
Ledipasvir	DB09027	https://www.drugbank.ca/structures/small_molecule_drugs/DB09027.sdf	1256388-51-8	Ledipasvir is an inhibitor of the Hepatitis C Virus (HCV) NS5A protein required for viral RNA replication and assembly of HCV virions. Although its exact mechanism of action is unknown, it is postulated to prevent hyperphosphorylation of NS5A which is required for viral production. 	Nonstructural protein 5A	inhibitor
Elvitegravir	DB09101	https://www.drugbank.ca/structures/small_molecule_drugs/DB09101.sdf	697761-98-1	Elvitegravir is an HIV-1 integrase strand transfer inhibitor (INSTI). Integrase is an HIV-1 encoded enzyme that is required for viral replication. Inhibition of integrase prevents the integration of HIV-1 DNA into host genomic DNA, blocking the formation of the HIV-1 provirus and propagation of the viral infection. Elvitegravir does not inhibit human topoisomerases I or II.	Integrase	inhibitor
Daclatasvir	DB09102	https://www.drugbank.ca/structures/small_molecule_drugs/DB09102.sdf	1009119-64-5	NS5A is a viral nonstructural phospoprotein that is part of a functional replication complex in charge of viral RNA genome amplification on endoplasmic reticulum membranes. It has the ability to bind to HCV RNA. It is shown to have two distinct functions in HCV RNA replication based on phosphorylated states. Maintaining the HCV replication complex is mediated by the cis-acting function of basally phosphorylated NS5A and the trans-acting function of hyperphosphorylated NS5A modulates HCV assembly and infectious particle formation <sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Lee C: Daclatasvir: potential role in hepatitis C. Drug Des Devel Ther. 2013 Oct 16;7:1223-33. doi: 10.2147/DDDT.S40310. eCollection 2013. (PubMed ID 24204123)" href="#reference-A19640">3</a>]</sup>. Daclatasvir is shown to disrupt hyperphosphorylated NS5A proteins thus interfere with the function of new HCV replication complexes. It is also reported that daclatasvir also blocks both intracellular viral RNA synthesis and virion assembly/secretion in vivo <sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Guedj J, Dahari H, Rong L, Sansone ND, Nettles RE, Cotler SJ, Layden TJ, Uprichard SL, Perelson AS: Modeling shows that the NS5A inhibitor daclatasvir has two modes of action and yields a shorter estimate of the hepatitis C virus half-life. Proc Natl Acad Sci U S A. 2013 Mar 5;110(10):3991-6. doi: 10.1073/pnas.1203110110. Epub 2013 Feb 19. (PubMed ID 23431163)" href="#reference-A19639">2</a>]</sup>. 	Nonstructural Protein 5A (NS5A)	inhibitor
Dasabuvir	DB09183	https://www.drugbank.ca/structures/small_molecule_drugs/DB09183.sdf	1132935-63-7	Dasabuvir is a non-nucleoside inhibitor of the HCV RNA-dependent RNA polymerase encoded by the NS5B gene, which is essential for replication of the viral genome <sup>[<a href="#fda-reference">FDA Label</a>]</sup>. Based on drug resistance mapping studies of HCV genotypes 1a and 1b, dasabuvir targets the palm domain of the NS5B polymerase, and is therefore referred to as a non-nucleoside NS5B-palm polymerase inhibitor. The EC50 values of dasabuvir against genotype 1a-H77 and 1b-Con1 strains in HCV replicon cell culture assays were 7.7 nM and 1.8 nM, respectively.	Nonstructural protein 5B (NS5B)	inhibitor
Ombitasvir	DB09296	https://www.drugbank.ca/structures/small_molecule_drugs/DB09296.sdf	1258226-87-7	Ombitasvir is an inhibitor of the HCV non-structural protein 5A. While the precise role of this protein is unknown, it is essential to viral replication and virion assembly <sup>[<a href="#fda-reference">FDA Label</a>]</sup>. Potential modes of action of NS5A inhibitors like Elbasvir include blocking signaling interactions, redistribution of NS5A from the endoplasmic reticulum to the surface of lipid droplets, and modification of the HCV replication complex <sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Bagaglio S, Uberti-Foppa C, Morsica G: Resistance Mechanisms in Hepatitis C Virus: implications for Direct-Acting Antiviral Use. Drugs. 2017 May 12. doi: 10.1007/s40265-017-0753-x. (PubMed ID 28497432)" href="#reference-A19593">5</a>]</sup>.	Nonstructural protein 5A	inhibitor
Paritaprevir	DB09297	https://www.drugbank.ca/structures/small_molecule_drugs/DB09297.sdf	1216941-48-8	Paritaprevir is a potent inhibitor of the NS3/4A serine protease of Hepatitis C Virus (HCV) <sup>[<a href="#fda-reference">FDA Label</a>]</sup>. Following viral replication of HCV genetic material and translation into a single polypeptide, Nonstructural Protein 3 (NS3) and its activating cofactor Nonstructural Protein 4A (NS4A) are responsible for cleaving it into the following structural and nonstructural proteins required for assembly into mature virus: NS3, NS4A, NS4B, NS5A, and NS5B. By inhibiting viral protease NS3/4A, paritaprevir therefore prevents viral replication and function.	NS3/4A protein	inhibitor
Tenofovir alafenamide	DB09299	https://www.drugbank.ca/structures/small_molecule_drugs/DB09299.sdf	379270-37-8	Tenofovir alafenamide fumarate (TAF) is a nucleotide reverse transcriptase inhibitor (NRTI) and a novel ester prodrug of the antiretroviral tenofovir. Following oral administration, TAF is converted in vivo to tenofovir, an acyclic nucleoside phosphonate (nucleotide) analog of adenosine 5′-monophosphate. Tenofovir mimics normal DNA building blocks but is lacking a 3&#39;-OH molecule required for phosphodiester bond linkage. By competing with regular nucleotides for incorporation into proviral DNA and prevention of the formation of the 5&#39; to 3&#39; phosphodiester linkage required for DNA elongation, tenofovir causes early chain termination and prevents proviral DNA transcription. 	Reverse transcriptase/RNaseH	inhibitor
Maribavir	DB06234	https://www.drugbank.ca/structures/small_molecule_drugs/DB06234.sdf	176161-24-3	Maribavir is part of a new class of anti-cytomegalovirus (CMV) , benzimidazole ribosides, that inhibit viral DNA assembly and inhibits egress of viral capsids from the nucleus of infected cells. Maribavir is active in vitro against strains of CMV that are resistant to commonly used anti-CMV drugs. [ViroPharma] Maribavir inhibits the human CMV UL97 viral protein kinase which prevents the virus from encapsulating and leaving infected cells.	Serine/threonine protein kinase UL97	Not Available
Maribavir	DB06234	https://www.drugbank.ca/structures/small_molecule_drugs/DB06234.sdf	176161-24-3	Maribavir is part of a new class of anti-cytomegalovirus (CMV) , benzimidazole ribosides, that inhibit viral DNA assembly and inhibits egress of viral capsids from the nucleus of infected cells. Maribavir is active in vitro against strains of CMV that are resistant to commonly used anti-CMV drugs. [ViroPharma] Maribavir inhibits the human CMV UL97 viral protein kinase which prevents the virus from encapsulating and leaving infected cells.	Serine/threonine protein kinase UL97	Not Available
